Customer ID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
4388,211,1,41.5,2,1,1,211,Hibernating
4389,194,1,1729.21,2,1,2,212,Hibernating
4391,1,2,3121.09,5,1,2,512,New Customers
4392,174,2,5602.59,2,1,4,214,Hibernating
4399,0,1,1729.21,5,1,2,512,New Customers
4401,105,3,7746.760000000001,3,2,4,324,About to Sleep
4402,290,1,124.5,1,1,1,111,Hibernating
4403,82,3,1463.39,4,2,1,421,Loyal Customers
4406,330,1,4175.64,1,1,3,113,Hibernating
4407,90,1,4175.64,3,1,3,313,About to Sleep
4408,3,1,1729.21,5,1,2,512,New Customers
4409,80,3,10579.130000000001,4,2,5,425,Loyal Customers
4411,83,2,886.34,4,1,1,411,Promising
4412,84,1,741.09,4,1,1,411,Promising
4414,119,2,6876.4400000000005,3,1,4,314,About to Sleep
4415,311,1,1855.84,1,1,2,112,Hibernating
4417,224,2,2021.84,1,1,2,112,Hibernating
4418,28,3,17051.19,5,2,5,525,Champions
4419,105,4,10673.539999999999,3,2,5,325,About to Sleep
4420,352,1,2319.8,1,1,2,112,Hibernating
4422,97,2,6454.02,3,1,4,314,About to Sleep
4424,200,2,4871.64,2,1,3,213,Hibernating
4426,0,2,2373.57,5,1,2,512,New Customers
4427,114,1,41.5,3,1,1,311,About to Sleep
4428,111,3,6756.7,3,2,4,324,About to Sleep
4431,295,1,1689.66,1,1,2,112,Hibernating
4432,248,1,1689.66,1,1,2,112,Hibernating
4433,147,1,3247.72,2,1,2,212,Hibernating
4434,127,1,1729.21,3,1,2,312,About to Sleep
4435,211,1,1976.24,2,1,2,212,Hibernating
4436,1,3,10239.95,5,2,5,525,Champions
4438,161,1,2223.27,2,1,2,212,Hibernating
4440,205,1,3164.76,2,1,2,212,Hibernating
4441,5,1,20.75,5,1,1,511,New Customers
4442,2,2,2532.55,5,1,2,512,New Customers
4443,16,3,7021.65,5,2,4,524,Champions
4445,173,1,3955.95,2,1,3,213,Hibernating
4446,349,1,20.75,1,1,1,111,Hibernating
4447,75,2,9625.49,4,1,5,415,Promising
4449,160,2,2615.55,2,1,2,212,Hibernating
4450,234,1,1582.38,1,1,2,112,Hibernating
4451,43,4,23456.589999999997,4,2,5,425,Loyal Customers
4452,79,2,6651.36,4,1,4,414,Promising
4454,294,1,3711.68,1,1,3,113,Hibernating
4455,56,3,16727.14,4,2,5,425,Loyal Customers
4456,114,1,3955.95,3,1,3,313,About to Sleep
4457,347,1,2470.3,1,1,2,112,Hibernating
4458,29,1,124.5,5,1,1,511,New Customers
4459,83,1,927.92,4,1,1,411,Promising
4460,268,1,186.75,1,1,1,111,Hibernating
4461,264,1,7911.9,1,1,4,114,Hibernating
4462,140,2,12672.45,3,1,5,315,About to Sleep
4463,123,4,4880.4,3,2,3,323,About to Sleep
4464,178,1,1235.15,2,1,1,211,Hibernating
4465,298,1,1689.66,1,1,2,112,Hibernating
4466,249,2,4556.64,1,1,3,113,Hibernating
4467,74,4,20071.879999999997,4,2,5,425,Loyal Customers
4469,269,1,3711.68,1,1,3,113,Hibernating
4470,126,1,5913.81,3,1,4,314,About to Sleep
4471,120,1,4224.15,3,1,3,313,About to Sleep
4474,343,1,186.75,1,1,1,111,Hibernating
4475,326,1,62.25,1,1,1,111,Hibernating
4476,103,3,4201.46,3,2,3,323,About to Sleep
4478,358,1,3379.32,1,1,3,113,Hibernating
4479,302,1,791.19,1,1,1,111,Hibernating
4480,140,3,6571.5,3,2,4,324,About to Sleep
4481,51,1,1582.38,4,1,2,412,Promising
4482,8,4,13850.42,5,2,5,525,Champions
4484,230,1,4175.64,1,1,3,113,Hibernating
4485,169,2,3524.57,2,1,3,213,Hibernating
4486,35,2,1897.16,5,1,2,512,New Customers
4490,287,3,4196.3099999999995,1,2,3,123,At Risk
4491,21,2,4669.700000000001,5,1,3,513,New Customers
4494,67,1,791.19,4,1,1,411,Promising
4495,4,1,2223.27,5,1,2,512,New Customers
4496,238,1,4224.15,1,1,3,113,Hibernating
4497,25,4,10893.89,5,2,5,525,Champions
4498,301,1,1582.38,1,1,2,112,Hibernating
4499,18,1,3955.95,5,1,3,513,New Customers
4500,53,3,6717.34,4,2,4,424,Loyal Customers
4501,94,2,2566.8300000000004,3,1,2,312,About to Sleep
4502,158,1,3711.68,2,1,3,213,Hibernating
4504,123,2,4399.91,3,1,3,313,About to Sleep
4506,14,2,6495.4400000000005,5,1,4,514,New Customers
4507,124,1,1235.15,3,1,1,311,About to Sleep
4508,73,1,3164.76,4,1,2,412,Promising
4509,97,1,2534.49,3,1,2,312,About to Sleep
4510,122,2,8384.11,3,1,5,315,About to Sleep
4512,224,1,1482.18,1,1,1,111,Hibernating
4513,354,1,741.09,1,1,1,111,Hibernating
4518,53,3,10615.46,4,2,5,425,Loyal Customers
4519,147,2,639.31,2,1,1,211,Hibernating
4520,12,2,1557.88,5,1,2,512,New Customers
4522,245,1,1582.38,1,1,2,112,Hibernating
4524,48,2,8849.92,4,1,5,415,Promising
4526,34,2,4830.1,5,1,3,513,New Customers
4527,175,2,6304.129999999999,2,1,4,214,Hibernating
4528,89,2,1454.13,3,1,1,311,About to Sleep
4529,51,1,62.25,4,1,1,411,Promising
4530,48,2,1729.21,4,1,2,412,Promising
4531,56,2,4660.35,4,1,3,413,Promising
4532,341,1,3164.76,1,1,2,112,Hibernating
4533,76,1,2223.27,4,1,2,412,Promising
4534,214,1,791.19,2,1,1,211,Hibernating
4535,54,2,2498.07,4,1,2,412,Promising
4536,68,2,5704.33,4,1,4,414,Promising
4537,252,2,9303.779999999999,1,1,5,115,Hibernating
4538,82,3,6930.21,4,2,4,424,Loyal Customers
4539,111,2,4805.6,3,1,3,313,About to Sleep
4540,80,2,309.28,4,1,1,411,Promising
4541,230,1,124.5,1,1,1,111,Hibernating
4544,128,1,1976.24,3,1,2,312,About to Sleep
4545,78,2,8108.83,4,1,4,414,Promising
4547,291,1,1976.24,1,1,2,112,Hibernating
4548,52,2,6490.44,4,1,4,414,Promising
4549,176,1,2783.76,2,1,2,212,Hibernating
4550,27,2,10030.68,5,1,5,515,New Customers
4551,160,2,811.94,2,1,1,211,Hibernating
4552,105,2,10982.79,3,1,5,315,About to Sleep
4553,162,1,166.0,2,1,1,211,Hibernating
4556,326,1,2373.57,1,1,2,112,Hibernating
4557,252,2,7005.67,1,1,4,114,Hibernating
4558,181,1,1582.38,2,1,2,212,Hibernating
4559,10,1,1729.21,5,1,2,512,New Customers
4560,203,2,1031.67,2,1,1,211,Hibernating
4562,87,1,3164.76,4,1,2,412,Promising
4564,61,3,14691.29,4,2,5,425,Loyal Customers
4566,116,1,2470.3,3,1,2,312,About to Sleep
4567,238,1,2783.76,1,1,2,112,Hibernating
4568,8,1,6329.52,5,1,4,514,New Customers
4569,243,1,7603.47,1,1,4,114,Hibernating
4570,95,1,1976.24,3,1,2,312,About to Sleep
4572,337,1,62.25,1,1,1,111,Hibernating
4573,94,1,7603.47,3,1,4,314,About to Sleep
4574,114,1,1729.21,3,1,2,312,About to Sleep
4575,176,1,2223.27,2,1,2,212,Hibernating
4577,15,3,8657.8,5,2,5,525,Champions
4578,275,2,969.42,1,1,1,111,Hibernating
4582,173,3,7414.92,2,2,4,224,At Risk
4583,166,2,9161.53,2,1,5,215,Hibernating
4584,24,3,2435.82,5,2,2,522,Champions
4586,113,2,7020.51,3,1,4,314,About to Sleep
4587,53,2,5169.66,4,1,3,413,Promising
4588,324,3,2657.05,1,2,2,122,At Risk
4589,181,2,9078.57,2,1,5,215,Hibernating
4590,336,1,4639.6,1,1,3,113,Hibernating
4591,342,1,7120.71,1,1,4,114,Hibernating
4593,94,3,2276.17,3,2,2,322,About to Sleep
4594,108,1,41.5,3,1,1,311,About to Sleep
4597,316,1,1729.21,1,1,2,112,Hibernating
4599,225,1,3955.95,1,1,3,113,Hibernating
4600,304,1,4747.14,1,1,3,113,Hibernating
4602,183,1,1689.66,2,1,2,212,Hibernating
4603,233,1,2783.76,1,1,2,112,Hibernating
4604,77,2,4543.07,4,1,3,413,Promising
4605,361,1,1482.18,1,1,1,111,Hibernating
4606,165,1,7603.47,2,1,4,214,Hibernating
4608,327,1,1689.66,1,1,2,112,Hibernating
4609,329,1,5068.98,1,1,3,113,Hibernating
4610,71,2,4446.54,4,1,3,413,Promising
4611,178,2,761.84,2,1,1,211,Hibernating
4612,257,1,4747.14,1,1,3,113,Hibernating
4613,128,3,11799.81,3,2,5,325,About to Sleep
4614,339,1,41.5,1,1,1,111,Hibernating
4615,79,2,1976.2400000000002,4,1,2,412,Promising
4617,50,1,6758.64,4,1,4,414,Promising
4618,277,2,5600.58,1,1,4,114,Hibernating
4619,278,1,62.25,1,1,1,111,Hibernating
4621,125,1,988.12,3,1,1,311,About to Sleep
4623,97,3,15871.66,3,2,5,325,About to Sleep
4624,210,1,463.96,2,1,1,211,Hibernating
4625,236,1,988.12,1,1,1,111,Hibernating
4626,53,2,6883.14,4,1,4,414,Promising
4629,14,4,8872.68,5,2,5,525,Champions
4630,136,2,1421.98,3,1,1,311,About to Sleep
4631,228,1,41.5,1,1,1,111,Hibernating
4633,233,1,463.96,1,1,1,111,Hibernating
4634,79,2,4341.64,4,1,3,413,Promising
4635,108,2,5020.6,3,1,3,313,About to Sleep
4636,188,1,1976.24,2,1,2,212,Hibernating
4637,29,1,791.19,5,1,1,511,New Customers
4639,201,1,3711.68,2,1,3,213,Hibernating
4642,66,1,988.12,4,1,1,411,Promising
4647,157,2,6246.17,2,1,4,214,Hibernating
4648,280,2,2470.3,1,1,2,112,Hibernating
4649,51,1,4639.6,4,1,3,413,Promising
4650,315,1,124.5,1,1,1,111,Hibernating
4652,348,1,1582.38,1,1,2,112,Hibernating
4653,55,1,62.25,4,1,1,411,Promising
4654,300,1,7120.71,1,1,4,114,Hibernating
4655,15,2,6710.13,5,1,4,514,New Customers
4657,216,1,4639.6,1,1,3,113,Hibernating
4658,337,1,207.5,1,1,1,111,Hibernating
4659,76,2,680.81,4,1,1,411,Promising
4660,198,2,588.46,2,1,1,211,Hibernating
4661,292,1,62.25,1,1,1,111,Hibernating
4662,13,3,4812.61,5,2,3,523,Champions
4663,4,2,249.0,5,1,1,511,New Customers
4664,173,1,5913.81,2,1,4,214,Hibernating
4665,26,1,927.92,5,1,1,511,New Customers
4667,73,1,124.5,4,1,1,411,Promising
4668,249,2,2223.27,1,1,2,112,Hibernating
4669,286,1,1729.21,1,1,2,112,Hibernating
4672,158,3,7118.860000000001,2,2,4,224,At Risk
4673,97,2,1976.2400000000002,3,1,2,312,About to Sleep
4674,52,2,2323.4700000000003,4,1,2,412,Promising
4675,52,3,10202.119999999999,4,2,5,425,Loyal Customers
4676,101,1,6329.52,3,1,4,314,About to Sleep
4677,73,2,6645.9400000000005,4,1,4,414,Promising
4678,203,1,3164.76,2,1,2,212,Hibernating
4679,1,2,7174.09,5,1,4,514,New Customers
4682,231,5,6002.07,1,2,4,124,At Risk
4685,279,1,207.5,1,1,1,111,Hibernating
4686,14,2,514.81,5,1,1,511,New Customers
4687,63,2,2485.8,4,1,2,412,Promising
4689,19,1,7911.9,5,1,4,514,New Customers
4690,53,2,9303.779999999999,4,1,5,415,Promising
4691,73,1,844.83,4,1,1,411,Promising
4692,87,1,791.19,4,1,1,411,Promising
4693,246,1,5913.81,1,1,4,114,Hibernating
4694,93,1,463.96,3,1,1,311,About to Sleep
4695,316,2,660.06,1,1,1,111,Hibernating
4696,13,2,2717.33,5,1,2,512,New Customers
4697,205,1,41.5,2,1,1,211,Hibernating
4699,347,1,166.0,1,1,1,111,Hibernating
4700,130,2,3843.28,3,1,3,313,About to Sleep
4701,93,2,8593.55,3,1,5,315,About to Sleep
4702,281,2,1793.41,1,1,2,112,Hibernating
4704,113,2,5440.889999999999,3,1,4,314,About to Sleep
4706,352,1,494.06,1,1,1,111,Hibernating
4709,16,2,3711.68,5,1,3,513,New Customers
4711,135,2,3368.12,3,1,3,313,About to Sleep
4714,150,1,4639.6,2,1,3,213,Hibernating
4716,215,1,463.96,2,1,1,211,Hibernating
4717,111,3,9757.01,3,2,5,325,About to Sleep
4718,98,2,6549.210000000001,3,1,4,314,About to Sleep
4719,34,1,2534.49,5,1,2,512,New Customers
4720,143,2,5616.03,3,1,4,314,About to Sleep
4721,86,2,3411.7900000000004,4,1,3,413,Promising
4722,332,2,1516.38,1,1,2,112,Hibernating
4723,34,1,6758.64,5,1,4,514,New Customers
4724,36,1,145.25,5,1,1,511,New Customers
4725,189,1,2319.8,2,1,2,212,Hibernating
4727,83,2,7707.22,4,1,4,414,Promising
4729,318,1,207.5,1,1,1,111,Hibernating
4730,34,2,1855.8400000000001,5,1,2,512,New Customers
4732,155,1,20.75,2,1,1,211,Hibernating
4734,341,2,2767.4300000000003,1,1,2,112,Hibernating
4736,112,1,2783.76,3,1,2,312,About to Sleep
4737,58,2,11315.15,4,1,5,415,Promising
4738,50,1,1689.66,4,1,2,412,Promising
4739,266,1,844.83,1,1,1,111,Hibernating
4741,95,1,3711.68,3,1,3,313,About to Sleep
4743,289,1,3446.8,1,1,3,113,Hibernating
4744,57,2,2596.93,4,1,2,412,Promising
4745,119,2,2617.49,3,1,2,312,About to Sleep
4747,118,2,5172.73,3,1,3,313,About to Sleep
4749,54,2,4639.6,4,1,3,413,Promising
4750,61,4,12159.619999999999,4,2,5,425,Loyal Customers
4751,177,2,3247.7200000000003,2,1,3,213,Hibernating
4752,133,1,3955.95,3,1,3,313,About to Sleep
4755,141,1,2534.49,3,1,2,312,About to Sleep
4756,139,1,1976.24,3,1,2,312,About to Sleep
4757,203,1,247.03,2,1,1,211,Hibernating
4758,254,1,103.75,1,1,1,111,Hibernating
4759,103,4,5452.1,3,2,4,324,About to Sleep
4760,86,2,2430.75,4,1,2,412,Promising
4761,275,1,988.12,1,1,1,111,Hibernating
4765,342,2,4307.15,1,1,3,113,Hibernating
4768,235,1,5913.81,1,1,4,114,Hibernating
4769,65,1,1582.38,4,1,2,412,Promising
4771,40,1,5068.98,5,1,3,513,New Customers
4772,120,1,103.75,3,1,1,311,About to Sleep
4773,31,4,15825.07,5,2,5,525,Champions
4774,110,2,3873.38,3,1,3,313,About to Sleep
4776,195,2,5103.5599999999995,2,1,3,213,Hibernating
4777,154,3,3522.6099999999997,2,2,3,223,At Risk
4778,35,1,2783.76,5,1,2,512,New Customers
4779,199,1,41.5,2,1,1,211,Hibernating
4780,344,1,145.25,1,1,1,111,Hibernating
4781,77,1,1235.15,4,1,1,411,Promising
4783,88,2,1073.17,3,1,1,311,About to Sleep
4784,73,2,7911.900000000001,4,1,4,414,Promising
4787,254,1,2534.49,1,1,2,112,Hibernating
4788,281,1,3711.68,1,1,3,113,Hibernating
4790,46,2,7227.99,4,1,4,414,Promising
4791,2,1,6758.64,5,1,4,514,New Customers
4792,229,1,7603.47,1,1,4,114,Hibernating
4793,169,3,12980.75,2,2,5,225,At Risk
4795,311,1,2783.76,1,1,2,112,Hibernating
4796,99,3,7473.46,3,2,4,324,About to Sleep
4800,48,2,2498.07,4,1,2,412,Promising
4801,363,1,62.25,1,1,1,111,Hibernating
4802,44,2,1495.63,4,1,2,412,Promising
4806,332,1,5538.33,1,1,4,114,Hibernating
4808,178,2,2380.0,2,1,2,212,Hibernating
4809,91,2,9542.400000000001,3,1,5,315,About to Sleep
4810,77,2,3028.5499999999997,4,1,2,412,Promising
4811,61,1,1689.66,4,1,2,412,Promising
4814,174,1,927.92,2,1,1,211,Hibernating
4815,262,2,3988.81,1,1,3,113,Hibernating
4817,68,1,186.75,4,1,1,411,Promising
4818,214,1,988.12,2,1,1,211,Hibernating
4820,49,1,145.25,4,1,1,411,Promising
4823,139,1,4747.14,3,1,3,313,About to Sleep
4824,360,1,3247.72,1,1,2,112,Hibernating
4826,190,1,5068.98,2,1,3,213,Hibernating
4827,178,1,2470.3,2,1,2,212,Hibernating
4828,200,1,2783.76,2,1,2,212,Hibernating
4829,143,2,1205.05,3,1,1,311,About to Sleep
4830,314,1,5068.98,1,1,3,113,Hibernating
4832,101,2,10768.23,3,1,5,315,About to Sleep
4833,351,1,844.83,1,1,1,111,Hibernating
4834,181,1,3955.95,2,1,3,213,Hibernating
4835,42,1,2373.57,4,1,2,412,Promising
4837,23,1,2373.57,5,1,2,512,New Customers
4838,209,2,4510.73,2,1,3,213,Hibernating
4840,131,5,13485.95,3,2,5,325,About to Sleep
4841,4,4,15063.75,5,2,5,525,Champions
4842,138,2,3338.02,3,1,3,313,About to Sleep
4843,68,1,124.5,4,1,1,411,Promising
4844,70,2,9655.2,4,1,5,415,Promising
4845,353,1,2319.8,1,1,2,112,Hibernating
4846,70,1,83.0,4,1,1,411,Promising
4850,361,1,7603.47,1,1,4,114,Hibernating
4851,221,2,3330.72,1,1,3,113,Hibernating
4852,346,1,2373.57,1,1,2,112,Hibernating
4854,196,3,2099.98,2,2,2,222,At Risk
4856,344,1,791.19,1,1,1,111,Hibernating
4857,48,3,12232.779999999999,4,2,5,425,Loyal Customers
4858,105,2,5934.56,3,1,4,314,About to Sleep
4859,231,2,2594.8,1,1,2,112,Hibernating
4862,219,1,844.83,1,1,1,111,Hibernating
4863,104,1,5913.81,3,1,4,314,About to Sleep
4864,88,3,11412.659999999998,3,2,5,325,About to Sleep
4865,121,2,2636.3,3,1,2,312,About to Sleep
4866,233,2,4286.4,1,1,3,113,Hibernating
4867,21,4,5678.19,5,2,4,524,Champions
4868,253,1,3711.68,1,1,3,113,Hibernating
4869,299,1,5913.81,1,1,4,114,Hibernating
4870,230,1,1391.88,1,1,1,111,Hibernating
4871,222,1,3379.32,1,1,3,113,Hibernating
4872,210,1,7603.47,2,1,4,214,Hibernating
4873,201,1,1855.84,2,1,2,212,Hibernating
4874,342,1,145.25,1,1,1,111,Hibernating
4876,61,3,11263.369999999999,4,2,5,425,Loyal Customers
4877,284,1,62.25,1,1,1,111,Hibernating
4878,251,2,1731.16,1,1,2,112,Hibernating
4879,41,1,1689.66,4,1,2,412,Promising
4881,11,2,5811.79,5,1,4,514,New Customers
4883,69,3,4419.91,4,2,3,423,Loyal Customers
4884,193,1,2534.49,2,1,2,212,Hibernating
4885,187,3,4037.42,2,2,3,223,At Risk
4886,137,1,741.09,3,1,1,311,About to Sleep
4888,304,1,62.25,1,1,1,111,Hibernating
4889,45,2,5110.48,4,1,3,413,Promising
4890,224,2,10137.96,1,1,5,115,Hibernating
4891,26,1,2783.76,5,1,2,512,New Customers
4892,14,3,394.25,5,2,1,521,Champions
4893,239,1,7911.9,1,1,4,114,Hibernating
4895,335,1,1976.24,1,1,2,112,Hibernating
4897,219,1,186.75,1,1,1,111,Hibernating
4899,118,3,4279.43,3,2,3,323,About to Sleep
4902,0,2,1727.63,5,1,2,512,New Customers
4903,77,3,2596.9300000000003,4,2,2,422,Loyal Customers
4904,78,1,4175.64,4,1,3,413,Promising
4905,256,1,5068.98,1,1,3,113,Hibernating
4906,29,1,1391.88,5,1,1,511,New Customers
4908,102,2,15569.009999999998,3,1,5,315,About to Sleep
4909,185,3,8609.32,2,2,5,225,At Risk
4910,0,4,10445.71,5,2,5,525,Champions
4911,89,3,11570.72,3,2,5,325,About to Sleep
4912,192,1,7911.9,2,1,4,214,Hibernating
4913,229,1,8448.3,1,1,5,115,Hibernating
4914,365,1,3379.32,1,1,3,113,Hibernating
4915,88,3,10677.82,3,2,5,325,About to Sleep
4917,12,1,1482.18,5,1,1,511,New Customers
4918,115,1,927.92,3,1,1,311,About to Sleep
4919,103,2,103.75,3,1,1,311,About to Sleep
4920,18,3,8918.990000000002,5,2,5,525,Champions
4921,284,1,3247.72,1,1,2,112,Hibernating
4922,99,3,11165.630000000001,3,2,5,325,About to Sleep
4923,115,1,463.96,3,1,1,311,About to Sleep
4924,196,1,494.06,2,1,1,211,Hibernating
4926,153,1,4175.64,2,1,3,213,Hibernating
4928,245,1,7120.71,1,1,4,114,Hibernating
4930,173,2,9904.470000000001,2,1,5,215,Hibernating
4931,309,1,741.09,1,1,1,111,Hibernating
4932,343,1,20.75,1,1,1,111,Hibernating
4933,54,3,4826.35,4,2,3,423,Loyal Customers
4934,284,1,247.03,1,1,1,111,Hibernating
4935,7,1,7120.71,5,1,4,514,New Customers
4937,96,3,7008.120000000001,3,2,4,324,About to Sleep
4938,127,2,5141.0,3,1,3,313,About to Sleep
4939,274,3,9030.060000000001,1,2,5,125,At Risk
4941,58,2,5254.06,4,1,3,413,Promising
4942,221,1,844.83,1,1,1,111,Hibernating
4943,69,2,2821.07,4,1,2,412,Promising
4944,194,1,6329.52,2,1,4,214,Hibernating
4946,155,1,791.19,2,1,1,211,Hibernating
4947,53,2,5316.009999999999,4,1,3,413,Promising
4949,301,1,1482.18,1,1,1,111,Hibernating
4950,182,3,14201.189999999999,2,2,5,225,At Risk
4951,255,1,927.92,1,1,1,111,Hibernating
4952,49,2,7603.47,4,1,4,414,Promising
4953,177,1,124.5,2,1,1,211,Hibernating
4954,97,1,6758.64,3,1,4,314,About to Sleep
4955,46,2,3330.72,4,1,3,413,Promising
4956,91,2,2974.26,3,1,2,312,About to Sleep
4957,7,3,2463.0,5,2,2,522,Champions
4958,178,2,3832.08,2,1,3,213,Hibernating
4959,187,1,1976.24,2,1,2,212,Hibernating
4960,208,1,1976.24,2,1,2,212,Hibernating
4962,148,1,8448.3,2,1,5,215,Hibernating
4963,52,3,14093.91,4,2,5,425,Loyal Customers
4964,64,1,1976.24,4,1,2,412,Promising
4965,356,1,3379.32,1,1,3,113,Hibernating
4966,206,1,4224.15,2,1,3,213,Hibernating
4967,200,2,10500.03,2,1,5,215,Hibernating
4968,8,2,8008.63,5,1,4,514,New Customers
4970,16,1,83.0,5,1,1,511,New Customers
4971,250,2,7471.869999999999,1,1,4,114,Hibernating
4972,77,2,8839.82,4,1,5,415,Promising
4973,107,2,3309.97,3,1,3,313,About to Sleep
4975,103,1,7120.71,3,1,4,314,About to Sleep
4978,184,2,9459.31,2,1,5,215,Hibernating
4980,284,1,2223.27,1,1,2,112,Hibernating
4981,156,1,7603.47,2,1,4,214,Hibernating
4983,13,1,3379.32,5,1,3,513,New Customers
4984,163,1,166.0,2,1,1,211,Hibernating
4986,62,1,145.25,4,1,1,411,Promising
4987,255,1,463.96,1,1,1,111,Hibernating
4988,346,1,2373.57,1,1,2,112,Hibernating
4990,121,3,3773.57,3,2,3,323,About to Sleep
4991,364,1,62.25,1,1,1,111,Hibernating
4992,25,1,3247.72,5,1,2,512,New Customers
4993,160,2,1938.84,2,1,2,212,Hibernating
4995,173,2,2223.27,2,1,2,212,Hibernating
4997,14,2,7746.76,5,1,4,514,New Customers
4998,363,1,4639.6,1,1,3,113,Hibernating
5000,63,1,927.92,4,1,1,411,Promising
5003,255,1,2223.27,1,1,2,112,Hibernating
5004,154,2,8405.96,2,1,5,215,Hibernating
5005,244,2,4446.54,1,1,3,113,Hibernating
5006,215,1,988.12,2,1,1,211,Hibernating
5009,201,5,11157.25,2,2,5,225,At Risk
5010,112,1,2534.49,3,1,2,312,About to Sleep
5012,37,2,1832.95,5,1,2,512,New Customers
5013,254,1,2783.76,1,1,2,112,Hibernating
5014,286,1,7120.71,1,1,4,114,Hibernating
5015,0,2,3711.68,5,1,3,513,New Customers
5016,114,2,5567.52,3,1,4,314,About to Sleep
5017,120,2,145.25,3,1,1,311,About to Sleep
5018,229,2,832.69,1,1,1,111,Hibernating
5020,5,2,1980.34,5,1,2,512,New Customers
5021,92,1,2470.3,3,1,2,312,About to Sleep
5022,73,1,1729.21,4,1,2,412,Promising
5023,103,1,844.83,3,1,1,311,About to Sleep
5024,50,1,62.25,4,1,1,411,Promising
5025,29,5,5165.73,5,2,3,523,Champions
5026,26,3,6985.0199999999995,5,2,4,524,Champions
5027,72,1,186.75,4,1,1,411,Promising
5028,186,1,4639.6,2,1,3,213,Hibernating
5029,7,2,8355.86,5,1,5,515,New Customers
5030,299,2,4893.97,1,1,3,113,Hibernating
5031,240,4,14734.029999999999,1,2,5,125,At Risk
5033,93,2,415.0,3,1,1,311,About to Sleep
5034,2,4,12961.69,5,2,5,525,Champions
5035,120,1,4224.15,3,1,3,313,About to Sleep
5036,40,1,1855.84,5,1,2,512,New Customers
5037,171,1,62.25,2,1,1,211,Hibernating
5040,6,1,2319.8,5,1,2,512,New Customers
5041,225,1,1855.84,1,1,2,112,Hibernating
5042,142,1,2783.76,3,1,2,312,About to Sleep
5044,139,1,494.06,3,1,1,311,About to Sleep
5045,26,2,4080.45,5,1,3,513,New Customers
5046,72,2,10714.59,4,1,5,415,Promising
5047,226,1,2319.8,1,1,2,112,Hibernating
5048,56,3,5968.959999999999,4,2,4,424,Loyal Customers
5052,52,3,6923.07,4,2,4,424,Loyal Customers
5053,342,1,1235.15,1,1,1,111,Hibernating
5054,17,1,791.19,5,1,1,511,New Customers
5057,64,2,761.84,4,1,1,411,Promising
5058,119,3,3585.05,3,2,3,323,About to Sleep
5059,348,1,4175.64,1,1,3,113,Hibernating
5060,198,1,5913.81,2,1,4,214,Hibernating
5063,264,1,2373.57,1,1,2,112,Hibernating
5065,53,4,22689.72,4,2,5,425,Loyal Customers
5066,290,2,3458.42,1,1,3,113,Hibernating
5067,100,1,3164.76,3,1,2,312,About to Sleep
5069,126,2,597.81,3,1,1,311,About to Sleep
5070,1,1,20.75,5,1,1,511,New Customers
5071,218,1,2470.3,1,1,2,112,Hibernating
5072,359,1,83.0,1,1,1,111,Hibernating
5075,358,1,7120.71,1,1,4,114,Hibernating
5078,273,1,20.75,1,1,1,111,Hibernating
5079,114,1,20.75,3,1,1,311,About to Sleep
5080,140,1,741.09,3,1,1,311,About to Sleep
5082,121,4,3688.8,3,2,3,323,About to Sleep
5083,131,2,11827.619999999999,3,1,5,315,About to Sleep
5088,62,2,3626.3500000000004,4,1,3,413,Promising
5089,35,3,4080.4500000000003,5,2,3,523,Champions
5090,165,1,4747.14,2,1,3,213,Hibernating
5091,157,2,2430.77,2,1,2,212,Hibernating
5092,325,2,4954.64,1,1,3,113,Hibernating
5094,70,1,4224.15,4,1,3,413,Promising
5096,31,3,13844.09,5,2,5,525,Champions
5098,194,1,1855.84,2,1,2,212,Hibernating
5099,362,1,791.19,1,1,1,111,Hibernating
5101,241,1,3955.95,1,1,3,113,Hibernating
5102,213,1,988.12,2,1,1,211,Hibernating
5104,104,1,62.25,3,1,1,311,About to Sleep
5107,324,1,927.92,1,1,1,111,Hibernating
5108,351,1,1482.18,1,1,1,111,Hibernating
5109,236,1,2319.8,1,1,2,112,Hibernating
5111,226,1,2470.3,1,1,2,112,Hibernating
5114,168,2,3524.8500000000004,2,1,3,213,Hibernating
5116,138,3,6519.89,3,2,4,324,About to Sleep
5119,52,2,4307.15,4,1,3,413,Promising
5121,207,1,791.19,2,1,1,211,Hibernating
5123,49,1,3379.32,4,1,3,413,Promising
5124,194,1,145.25,2,1,1,211,Hibernating
5126,153,1,1689.66,2,1,2,212,Hibernating
5128,0,2,2121.49,5,1,2,512,New Customers
5129,246,1,4747.14,1,1,3,113,Hibernating
5131,47,1,83.0,4,1,1,411,Promising
5132,179,1,5538.33,2,1,4,214,Hibernating
5134,72,1,4224.15,4,1,3,413,Promising
5135,108,2,7974.15,3,1,4,314,About to Sleep
5138,62,2,12350.61,4,1,5,415,Promising
5142,125,2,3411.7900000000004,3,1,3,313,About to Sleep
5144,343,2,5591.97,1,1,4,114,Hibernating
5145,23,3,16896.6,5,2,5,525,Champions
5146,263,1,1582.38,1,1,2,112,Hibernating
5150,113,2,15206.939999999999,3,1,5,315,About to Sleep
5152,220,1,494.06,1,1,1,111,Hibernating
5154,77,4,13401.15,4,2,5,425,Loyal Customers
5157,51,4,10579.24,4,2,5,425,Loyal Customers
5158,162,1,8448.3,2,1,5,215,Hibernating
